# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
742742	Collinsella tanakaei YIT 12063	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,Collinsella tanakaei YIT 12063	1,131567,2,1783272,201174,84998,84999,84107,102106,626935,742742
288004	Beggiatoa leptomitoformis	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa leptomitoformis	1,131567,2,1224,1236,72273,135617,1021,288004
1121937	Haliea salexigens DSM 19537	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,Haliea salexigens,Haliea salexigens DSM 19537	1,131567,2,1224,1236,1706369,1706372,475794,287487,1121937
987045	Jiangella gansuensis DSM 44835	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Jiangella,Jiangella gansuensis,Jiangella gansuensis DSM 44835	1,131567,2,1783272,201174,1760,1217098,1217100,281472,281473,987045
1912216	Cutibacterium	genus	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium	1,131567,2,1783272,201174,1760,85009,31957,1912216
1442598	Arcobacter cibarius LMG 21996	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter group,Arcobacter,Arcobacter cibarius,Arcobacter cibarius LMG 21996	1,131567,2,1224,68525,29547,213849,72294,2321108,28196,255507,1442598
36818	Streptomyces subrutilus	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces subrutilus	1,131567,2,1783272,201174,1760,85011,2062,1883,36818
1279015	Oceanimonas smirnovii ATCC BAA-899	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,Oceanimonas smirnovii,Oceanimonas smirnovii ATCC BAA-899	1,131567,2,1224,1236,135624,84642,129577,264574,1279015
1238186	Leucobacter salsicius M1-8	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter salsicius,Leucobacter salsicius M1-8	1,131567,2,1783272,201174,1760,85006,85023,55968,664638,1238186
1449080	Thermus amyloliquefaciens	species	root,cellular organisms,Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus amyloliquefaciens	1,131567,2,1783272,1297,188787,68933,188786,270,1449080
230089	Photorhabdus thracensis	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus thracensis	1,131567,2,1224,1236,91347,1903414,29487,230089
754476	Methylophaga nitratireducenticrescens	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens	1,131567,2,1224,1236,72273,135616,40222,754476
571	Klebsiella oxytoca	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca	1,131567,2,1224,1236,91347,543,570,571
888727	Eubacterium sulci ATCC 35585	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiales incertae sedis,Clostridiales Family XIII. Incertae Sedis,[Eubacterium] sulci,Eubacterium sulci ATCC 35585	1,131567,2,1783272,1239,186801,186802,538999,543314,143393,888727
760192	Haliscomenobacter hydrossis DSM 1100	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,Haliscomenobacter hydrossis,Haliscomenobacter hydrossis DSM 1100	1,131567,2,1783270,68336,976,1937959,1936988,1937961,2349,2350,760192
1145276	Lysinibacillus varians	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus varians	1,131567,2,1783272,1239,91061,1385,186817,400634,1145276
1720300	Mediterraneibacter massiliensis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter massiliensis	1,131567,2,1783272,1239,186801,186802,186803,2316020,1720300
1796646	Muribaculum intestinale	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale	1,131567,2,1783270,68336,976,200643,171549,2005473,1918540,1796646
693444	Enterobacteriaceae bacterium strain FGI 57	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,unclassified Enterobacteriaceae,unclassified Enterobacteriaceae (miscellaneous),Enterobacteriaceae bacterium strain FGI 57	1,131567,2,1224,1236,91347,543,191675,36866,693444
517	Bordetella	genus	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella	1,131567,2,1224,28216,80840,506,517
135614	Xanthomonadales	order	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales	1,131567,2,1224,1236,135614
364410	Granulibacter bethesdensis	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,Granulibacter bethesdensis	1,131567,2,1224,28211,204441,433,364409,364410
345663	Chryseobacterium greenlandense	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium greenlandense	1,131567,2,1783270,68336,976,117743,200644,49546,59732,345663
34064	Francisellaceae	family	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae	1,131567,2,1224,1236,72273,34064
1921510	Sphingomonas sp. JJ-A5	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. JJ-A5	1,131567,2,1224,28211,204457,41297,13687,1921510
709991	Odoribacter splanchnicus DSM 20712	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter splanchnicus DSM 20712	1,131567,2,1783270,68336,976,200643,171549,1853231,283168,28118,709991
1235794	Enterorhabdus caecimuris B7	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enterorhabdus,Enterorhabdus caecimuris,Enterorhabdus caecimuris B7	1,131567,2,1783272,201174,84998,1643822,1643826,580024,671266,1235794
1384484	Adlercreutzia equolifaciens DSM 19450	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens DSM 19450	1,131567,2,1783272,201174,84998,1643822,1643826,447020,446660,1384484
1123487	Uliginosibacterium gangwonense DSM 18521	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Uliginosibacterium,Uliginosibacterium gangwonense,Uliginosibacterium gangwonense DSM 18521	1,131567,2,1224,28216,206389,2008794,392735,392736,1123487
1396	Bacillus cereus	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus cereus	1,131567,2,1783272,1239,91061,1385,186817,1386,86661,1396
555778	Halothiobacillus neapolitanus c2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,Halothiobacillus neapolitanus,Halothiobacillus neapolitanus c2	1,131567,2,1224,1236,135613,255526,109262,927,555778
447217	Anaeromyxobacter sp. K	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter sp. K	1,131567,2,1224,68525,28221,29,80811,1524215,161492,447217
1120746	bacterium MS4	species	root,cellular organisms,Bacteria,unclassified Bacteria,unclassified Bacteria (miscellaneous),bacterium MS4	1,131567,2,2323,49928,1120746
448385	Sorangium cellulosum So ce56	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium,Sorangium cellulosum,Sorangium cellulosum So ce56	1,131567,2,1224,68525,28221,29,80812,49,39643,56,448385
187303	Methylocystis sp. SC2	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis sp. SC2	1,131567,2,1224,28211,356,31993,133,187303
202956	Acinetobacter towneri	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter towneri	1,131567,2,1224,1236,72274,468,469,202956
384676	Pseudomonas entomophila L48	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas entomophila,Pseudomonas entomophila L48	1,131567,2,1224,1236,72274,135621,286,312306,384676
1703332	Lachnospiraceae bacterium TF01-11	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Lachnospiraceae bacterium TF01-11	1,131567,2,1783272,1239,186801,186802,186803,186928,1703332
762982	Paraprevotella xylaniphila YIT 11841	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,Paraprevotella xylaniphila YIT 11841	1,131567,2,1783270,68336,976,200643,171549,171552,577309,454155,762982
1043205	Serinicoccus profundi MCCC 1A05965	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Serinicoccus,Serinicoccus profundi,Serinicoccus profundi MCCC 1A05965	1,131567,2,1783272,201174,1760,85006,85021,265976,1078471,1043205
1158146	Thioalkalivibrio sp. ALJT	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. ALJT	1,131567,2,1224,1236,135613,72276,106633,1158146
1768242	Paucibacter sp. KCTC 42545	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unclassified Burkholderiales,Burkholderiales Genera incertae sedis,Paucibacter,Paucibacter sp. KCTC 42545	1,131567,2,1224,28216,80840,119065,224471,318147,1768242
659495	Catenovulum agarivorans YM01	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Catenovulum,Catenovulum agarivorans,Catenovulum agarivorans YM01	1,131567,2,1224,1236,135622,72275,1172191,1172192,659495
1244083	Campylobacter showae CSUNSWCD	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter showae,Campylobacter showae CSUNSWCD	1,131567,2,1224,68525,29547,213849,72294,194,204,1244083
675813	Vibrio metschnikovii CIP 69.14	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio metschnikovii,Vibrio metschnikovii CIP 69.14	1,131567,2,1224,1236,135623,641,662,28172,675813
1236976	Paenibacillus pini JCM 16418	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus pini,Paenibacillus pini JCM 16418	1,131567,2,1783272,1239,91061,1385,186822,44249,669461,1236976
61647	Pluralibacter gergoviae	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Pluralibacter gergoviae	1,131567,2,1224,1236,91347,543,1330546,61647
1116472	Methyloglobulus morosus KoM1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,Methyloglobulus morosus,Methyloglobulus morosus KoM1	1,131567,2,1224,1236,135618,403,1410680,1410681,1116472
319653	Pediococcus ethanolidurans	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus ethanolidurans	1,131567,2,1783272,1239,91061,186826,33958,1253,319653
1107882	Mesorhizobium alhagi CCNWXJ12-2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium alhagi,Mesorhizobium alhagi CCNWXJ12-2	1,131567,2,1224,28211,356,69277,68287,475067,1107882
1121085	Bacillus aidingensis DSM 18341	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aidingensis,Bacillus aidingensis DSM 18341	1,131567,2,1783272,1239,91061,1385,186817,1386,384933,1121085
742727	Bacteroides oleiciplenus YIT 12058	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides oleiciplenus,Bacteroides oleiciplenus YIT 12058	1,131567,2,1783270,68336,976,200643,171549,815,816,626931,742727
1045009	Citricoccus sp. CH26A	species	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus,Citricoccus sp. CH26A	1,131567,2,1783272,201174,1760,85006,1268,169133,1045009
1336233	Shewanella waksmanii ATCC BAA-643	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella waksmanii,Shewanella waksmanii ATCC BAA-643	1,131567,2,1224,1236,135622,267890,22,213783,1336233
1218508	Lactobacillus mellis	species	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mellis	1,131567,2,1783272,1239,91061,186826,33958,1578,1218508
637905	Shewanella violacea DSS12	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella violacea,Shewanella violacea DSS12	1,131567,2,1224,1236,135622,267890,22,60217,637905
73918	Thermaerobacter	genus	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiales incertae sedis,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter	1,131567,2,1783272,1239,186801,186802,538999,539000,73918
1547597	Sanguibacteroides justesenii	species	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Sanguibacteroides,Sanguibacteroides justesenii	1,131567,2,1783270,68336,976,200643,171549,171551,1635148,1547597
1123314	Streptococcus plurextorum DSM 22810	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus plurextorum,Streptococcus plurextorum DSM 22810	1,131567,2,1783272,1239,91061,186826,1300,1301,456876,1123314
653685	Bacillus subtilis group	species group	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis group	1,131567,2,1783272,1239,91061,1385,186817,1386,653685
1321818	Actinomyces johnsonii F0542	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces johnsonii,Actinomyces johnsonii F0542	1,131567,2,1783272,201174,1760,2037,2049,1654,544581,1321818
1643950	Fervidobacteriaceae	family	root,cellular organisms,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae	1,131567,2,200918,188708,2419,1643950
935840	Chelativorans sp. J32	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,Chelativorans sp. J32	1,131567,2,1224,28211,356,69277,449972,935840
1312852	Thermoanaerobaculum aquaticum	species	root,cellular organisms,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,Thermoanaerobaculum aquaticum	1,131567,2,57723,1562571,2562241,2562242,1434048,1312852
1121889	Flavobacterium filum DSM 17961	no rank	root,cellular organisms,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium filum,Flavobacterium filum DSM 17961	1,131567,2,1783270,68336,976,117743,200644,49546,237,370974,1121889
247279	Chroogloeocystis siderophila 5.2 s.c.1	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Chroococcaceae,Chroogloeocystis,Chroogloeocystis siderophila,Chroogloeocystis siderophila 5.2 s.c.1	1,131567,2,1783272,1798711,1117,1301283,1118,1890464,329162,329163,247279
944547	Arcobacter sp. L	species	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter group,unclassified Arcobacter group,Arcobacter sp. L	1,131567,2,1224,68525,29547,213849,72294,2321108,2321207,944547
611301	Xanthomonas citri pv. citri	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri group,Xanthomonas citri,Xanthomonas citri pv. citri	1,131567,2,1224,1236,135614,32033,338,643453,346,611301
887929	Pseudoramibacter alactolyticus ATCC 23263	no rank	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,Pseudoramibacter alactolyticus,Pseudoramibacter alactolyticus ATCC 23263	1,131567,2,1783272,1239,186801,186802,186806,113286,113287,887929
1123228	Saccharospirillum impatiens DSM 12546	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,Saccharospirillum impatiens,Saccharospirillum impatiens DSM 12546	1,131567,2,1224,1236,135619,255527,231683,169438,1123228
165696	Novosphingobium	genus	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium	1,131567,2,1224,28211,204457,41297,165696
33958	Lactobacillaceae	family	root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae	1,131567,2,1783272,1239,91061,186826,33958
